Id,CompetitionId,TeamId,Position,Status
8206,881,19,13,
8207,881,23,12,
8208,881,25,11,
8209,881,77,10,
8210,881,88,9,
8211,881,51,8,
8212,881,108,7,
8213,881,103,6,PlayOffs
8214,881,34,5,PlayOffs
8215,881,17,4,PlayOffs
8216,881,50,3,PlayOff Winner
8217,881,95,2,Promoted
8218,881,104,1,Champions
8219,882,58,24,Relegated
8220,882,78,23,Relegated
8221,882,44,22,Relegated
8222,882,2,21,Relegated
8223,882,33,20,
8224,882,27,19,
8225,882,111,18,
8226,882,65,17,
8227,882,18,16,
8228,882,47,15,
8229,882,55,14,
8230,882,98,13,
8231,882,102,12,
8232,882,101,11,
8233,882,49,10,
8234,882,70,9,
8235,882,74,8,
8236,882,16,7,
8237,882,92,6,PlayOffs
8238,882,53,5,PlayOffs
8239,882,24,4,PlayOffs
8240,882,38,3,PlayOff Winner
8241,882,72,2,Promoted
8242,882,97,1,Champions
8243,883,109,24,Relegated
8244,883,62,23,Relegated
8245,883,28,22,
8246,883,73,21,
8247,883,35,20,
8248,883,59,19,
8249,883,90,18,
8250,883,1,17,
8251,883,45,16,
8252,883,56,15,
8253,883,15,14,
8254,883,21,13,
8255,883,7,12,
8256,883,67,11,
8257,883,14,10,
8258,883,84,9,
8259,883,29,8,
8260,883,110,7,PlayOffs
8261,883,36,6,PlayOffs
8262,883,83,5,PlayOffs
8263,883,94,4,PlayOff Winner
8264,883,48,3,Promoted
8265,883,76,2,Promoted
8266,883,66,1,Champions
8267,884,104,20,Relegated
8268,884,64,19,Relegated
8269,884,68,18,Relegated
8270,884,50,17,
8271,884,96,16,
8272,884,10,15,
8273,884,79,14,
8274,884,12,13,
8275,884,95,12,
8276,884,106,11,
8277,884,60,10,
8278,884,105,9,
8279,884,100,8,
8280,884,43,7,
8281,884,6,6,
8282,884,39,5,
8283,884,5,4,
8284,884,26,3,
8285,884,57,2,
8286,884,61,1,Champions
8287,885,25,24,Relegated
8288,885,91,23,Relegated
8289,885,71,22,Relegated
8290,885,77,21,
8291,885,8,20,
8292,885,72,19,
8293,885,37,18,
8294,885,31,17,
8295,885,11,16,
8296,885,34,15,
8297,885,38,14,
8298,885,103,13,
8299,885,89,12,
8300,885,81,11,
8301,885,17,10,
8302,885,51,9,
8303,885,97,8,
8304,885,23,7,
8305,885,80,6,PlayOffs
8306,885,19,5,PlayOff Winner
8307,885,82,4,PlayOffs
8308,885,88,3,PlayOffs
8309,885,9,2,Promoted
8310,885,108,1,Champions
8311,886,48,24,Relegated
8312,886,27,23,Relegated
8313,886,33,22,Relegated
8314,886,70,21,Relegated
8315,886,24,20,
8316,886,47,19,
8317,886,94,18,
8318,886,111,17,
8319,886,16,16,
8320,886,98,15,
8321,886,55,14,
8322,886,102,13,
8323,886,30,12,
8324,886,18,11,
8325,886,74,10,
8326,886,49,9,
8327,886,92,8,
8328,886,101,7,
8329,886,87,6,PlayOff Winner
8330,886,65,5,PlayOffs
8331,886,53,4,PlayOffs
8332,886,66,3,PlayOffs
8333,886,76,2,Promoted
8334,886,54,1,Champions
8335,887,58,24,Relegated
8336,887,28,23,Relegated
8337,887,45,22,
8338,887,2,21,
8339,887,59,20,
8340,887,73,19,
8341,887,78,18,
8342,887,7,17,
8343,887,1,16,
8344,887,4,15,
8345,887,84,14,
8346,887,56,13,
8347,887,36,12,
8348,887,67,11,
8349,887,29,10,
8350,887,14,9,
8351,887,35,8,
8352,887,90,7,PlayOffs
8353,887,83,6,PlayOffs
8354,887,44,5,PlayOff Winner
8355,887,21,4,PlayOffs
8356,887,110,3,Promoted
8357,887,40,2,Promoted
8358,887,15,1,Champions
8359,888,79,20,Relegated
8360,888,50,19,Relegated
8361,888,19,18,Relegated
8362,888,105,17,
8363,888,106,16,
8364,888,108,15,
8365,888,12,14,
8366,888,96,13,
8367,888,43,12,
8368,888,95,11,
8369,888,10,10,
8370,888,9,9,
8371,888,39,8,
8372,888,57,7,
8373,888,6,6,
8374,888,60,5,
8375,888,100,4,
8376,888,5,3,
8377,888,61,2,
8378,888,26,1,Champions
8379,889,76,24,Relegated
8380,889,77,23,Relegated
8381,889,89,22,Relegated
8382,889,34,21,
8383,889,87,20,
8384,889,31,19,
8385,889,8,18,
8386,889,80,17,
8387,889,103,16,
8388,889,51,15,
8389,889,37,14,
8390,889,81,13,
8391,889,38,12,
8392,889,64,11,
8393,889,17,10,
8394,889,82,9,
8395,889,88,8,
8396,889,97,7,
8397,889,11,6,PlayOff Winner
8398,889,54,5,PlayOffs
8399,889,23,4,PlayOffs
8400,889,72,3,PlayOffs
8401,889,104,2,Promoted
8402,889,68,1,Champions
8403,890,94,24,Relegated
8404,890,92,23,Relegated
8405,890,110,22,Relegated
8406,890,44,21,Relegated
8407,890,47,20,
8408,890,101,19,
8409,890,40,18,
8410,890,55,17,
8411,890,74,16,
8412,890,111,15,
8413,890,24,14,
8414,890,16,13,
8415,890,66,12,
8416,890,18,11,
8417,890,102,10,
8418,890,15,9,
8419,890,30,8,
8420,890,91,7,
8421,890,49,6,PlayOffs
8422,890,98,5,PlayOffs
8423,890,25,4,PlayOffs
8424,890,65,3,PlayOff Winner
8425,890,53,2,Promoted
8426,890,71,1,Champions
8427,891,36,24,Relegated
8428,891,45,23,Relegated
8429,891,27,22,
8430,891,7,21,
8431,891,56,20,
8432,891,59,19,
8433,891,33,18,
8434,891,99,17,
8435,891,48,16,
8436,891,1,15,
8437,891,14,14,
8438,891,20,13,
8439,891,90,12,
8440,891,70,11,
8441,891,78,10,
8442,891,21,9,
8443,891,29,8,
8444,891,35,7,PlayOff Winner
8445,891,4,6,PlayOffs
8446,891,84,5,PlayOffs
8447,891,67,4,PlayOffs
8448,891,83,3,Promoted
8449,891,2,2,Promoted
8450,891,73,1,Champions
8451,892,105,20,Relegated
8452,892,11,19,Relegated
8453,892,9,18,Relegated
8454,892,108,17,
8455,892,106,16,
8456,892,10,15,
8457,892,12,14,
8458,892,95,13,
8459,892,68,12,
8460,892,104,11,
8461,892,96,10,
8462,892,6,9,
8463,892,43,8,
8464,892,39,7,
8465,892,57,6,
8466,892,100,5,
8467,892,5,4,
8468,892,60,3,
8469,892,26,2,
8470,892,61,1,Champions
8471,893,87,24,Relegated
8472,893,88,23,Relegated
8473,893,80,22,Relegated
8474,893,38,21,
8475,893,34,20,
8476,893,37,19,
8477,893,31,18,
8478,893,8,17,
8479,893,79,16,
8480,893,17,15,
8481,893,103,14,
8482,893,51,13,
8483,893,64,12,
8484,893,50,11,
8485,893,54,10,
8486,893,65,9,
8487,893,19,8,
8488,893,53,7,
8489,893,72,6,PlayOffs
8490,893,82,5,PlayOffs
8491,893,23,4,PlayOffs
8492,893,97,3,PlayOff Winner
8493,893,71,2,Promoted
8494,893,81,1,Champions
8495,894,98,24,Relegated
8496,894,77,23,Relegated
8497,894,18,22,Relegated
8498,894,35,21,Relegated
8499,894,102,20,
8500,894,73,19,
8501,894,101,18,
8502,894,74,17,
8503,894,47,16,
8504,894,89,15,
8505,894,111,14,
8506,894,25,13,
8507,894,24,12,
8508,894,15,11,
8509,894,30,10,
8510,894,83,9,
8511,894,40,8,
8512,894,55,7,
8513,894,2,6,PlayOffs
8514,894,66,5,PlayOffs
8515,894,76,4,PlayOff Winner
8516,894,49,3,PlayOffs
8517,894,91,2,Promoted
8518,894,16,1,Champions
8519,895,94,24,Relegated
8520,895,56,23,Relegated
8521,895,7,22,
8522,895,48,21,
8523,895,67,20,
8524,895,20,19,
8525,895,14,18,
8526,895,27,17,
8527,895,70,16,
8528,895,59,15,
8529,895,4,14,
8530,895,92,13,
8531,895,75,12,
8532,895,78,11,
8533,895,33,10,
8534,895,84,9,
8535,895,44,8,
8536,895,99,7,PlayOffs
8537,895,93,6,PlayOff Winner
8538,895,1,5,PlayOffs
8539,895,90,4,PlayOffs
8540,895,110,3,Promoted
8541,895,21,2,Promoted
8542,895,29,1,Champions
8543,896,108,20,Relegated
8544,896,10,19,Relegated
8545,896,12,18,Relegated
8546,896,81,17,
8547,896,6,16,
8548,896,106,15,
8549,896,95,14,
8550,896,96,13,
8551,896,71,12,
8552,896,97,11,
8553,896,104,10,
8554,896,43,9,
8555,896,57,8,
8556,896,39,7,
8557,896,26,6,
8558,896,68,5,
8559,896,100,4,
8560,896,5,3,
8561,896,61,2,
8562,896,60,1,Champions
8563,897,38,24,Relegated
8564,897,31,23,Relegated
8565,897,79,22,Relegated
8566,897,8,21,
8567,897,17,20,
8568,897,72,19,
8569,897,76,18,
8570,897,34,17,
8571,897,65,16,
8572,897,51,15,
8573,897,53,14,
8574,897,19,13,
8575,897,37,12,
8576,897,103,11,
8577,897,16,10,
8578,897,54,9,
8579,897,50,8,
8580,897,64,7,
8581,897,23,6,PlayOffs
8582,897,11,5,PlayOffs
8583,897,9,4,PlayOffs
8584,897,105,3,PlayOff Winner
8585,897,91,2,Promoted
8586,897,82,1,Champions
8587,898,83,24,Relegated
8588,898,40,23,Relegated
8589,898,29,22,Relegated
8590,898,110,21,Relegated
8591,898,55,20,
8592,898,102,19,
8593,898,87,18,
8594,898,111,17,
8595,898,74,16,
8596,898,80,15,
8597,898,21,14,
8598,898,47,13,
8599,898,101,12,
8600,898,2,11,
8601,898,30,10,
8602,898,15,9,
8603,898,24,8,
8604,898,73,7,
8605,898,93,6,PlayOffs
8606,898,66,5,PlayOffs
8607,898,49,4,PlayOff Winner
8608,898,88,3,PlayOffs
8609,898,89,2,Promoted
8610,898,25,1,Champions
8611,899,59,24,Relegated
8612,899,48,23,Relegated
8613,899,7,22,
8614,899,77,21,
8615,899,70,20,
8616,899,35,19,
8617,899,14,18,
8618,899,20,17,
8619,899,3,16,
8620,899,67,15,
8621,899,1,14,
8622,899,18,13,
8623,899,78,12,
8624,899,4,11,
8625,899,84,10,
8626,899,75,9,
8627,899,44,8,
8628,899,33,7,PlayOff Winner
8629,899,27,6,PlayOffs
8630,899,99,5,PlayOffs
8631,899,92,4,PlayOffs
8632,899,32,3,Promoted
8633,899,90,2,Promoted
8634,899,98,1,Champions
8635,900,81,20,Relegated
8636,900,82,19,Relegated
8637,900,106,18,Relegated
8638,900,96,17,
8639,900,68,16,
8640,900,6,15,
8641,900,91,14,
8642,900,95,13,
8643,900,43,12,
8644,900,71,11,
8645,900,105,10,
8646,900,97,9,
8647,900,104,8,
8648,900,57,7,
8649,900,39,6,
8650,900,100,5,
8651,900,5,4,
8652,900,26,3,
8653,900,60,2,
8654,900,61,1,Champions
8655,901,17,24,Relegated
8656,901,108,23,Relegated
8657,901,76,22,Relegated
8658,901,8,21,
8659,901,65,20,
8660,901,49,19,
8661,901,89,18,
8662,901,10,17,
8663,901,64,16,
8664,901,11,15,
8665,901,51,14,
8666,901,53,13,
8667,901,9,12,
8668,901,19,11,
8669,901,37,10,
8670,901,25,9,
8671,901,72,8,
8672,901,12,7,
8673,901,54,6,PlayOffs
8674,901,34,5,PlayOff Winner
8675,901,16,4,PlayOffs
8676,901,103,3,PlayOffs
8677,901,50,2,Promoted
8678,901,23,1,Champions
8679,902,79,24,Relegated
8680,902,47,23,Relegated
8681,902,21,22,Relegated
8682,902,87,21,Relegated
8683,902,30,20,
8684,902,74,19,
8685,902,93,18,
8686,902,24,17,
8687,902,90,16,
8688,902,31,15,
8689,902,80,14,
8690,902,33,13,
8691,902,73,12,
8692,902,101,11,
8693,902,32,10,
8694,902,102,9,
8695,902,66,8,
8696,902,55,7,
8697,902,98,6,PlayOffs
8698,902,88,5,PlayOffs
8699,902,111,4,PlayOff Winner
8700,902,15,3,PlayOffs
8701,902,2,2,Promoted
8702,902,38,1,Champions
8703,903,4,24,Relegated
8704,903,7,23,Relegated
8705,903,35,22,
8706,903,77,21,
8707,903,3,20,
8708,903,99,19,
8709,903,1,18,
8710,903,112,17,
8711,903,67,16,
8712,903,110,15,
8713,903,18,14,
8714,903,41,13,
8715,903,83,12,
8716,903,92,11,
8717,903,40,10,
8718,903,75,9,
8719,903,29,8,
8720,903,14,7,PlayOff Winner
8721,903,70,6,PlayOffs
8722,903,27,5,PlayOffs
8723,903,20,4,PlayOffs
8724,903,78,3,Promoted
8725,903,84,2,Promoted
8726,903,44,1,Champions
8727,904,23,20,Relegated
8728,904,43,19,Relegated
8729,904,71,18,Relegated
8730,904,104,17,
8731,904,50,16,
8732,904,6,15,
8733,904,96,14,
8734,904,105,13,
8735,904,97,12,
8736,904,34,11,
8737,904,68,10,
8738,904,95,9,
8739,904,91,8,
8740,904,61,7,
8741,904,100,6,
8742,904,39,5,
8743,904,5,4,
8744,904,26,3,
8745,904,57,2,
8746,904,60,1,Champions
8747,905,111,24,Relegated
8748,905,8,23,Relegated
8749,905,38,22,Relegated
8750,905,9,21,
8751,905,11,20,
8752,905,65,19,
8753,905,25,18,
8754,905,49,17,
8755,905,89,16,
8756,905,53,15,
8757,905,12,14,
8758,905,103,13,
8759,905,64,12,
8760,905,72,11,
8761,905,2,10,
8762,905,51,9,
8763,905,10,8,
8764,905,82,7,
8765,905,16,6,PlayOffs
8766,905,106,5,PlayOffs
8767,905,81,4,PlayOff Winner
8768,905,37,3,PlayOffs
8769,905,19,2,Promoted
8770,905,54,1,Champions
8771,906,93,24,Relegated
8772,906,90,23,Relegated
8773,906,24,22,Relegated
8774,906,101,21,Relegated
8775,906,73,20,
8776,906,33,19,
8777,906,31,18,
8778,906,44,17,
8779,906,30,16,
8780,906,74,15,
8781,906,32,14,
8782,906,102,13,
8783,906,17,12,
8784,906,14,11,
8785,906,66,10,
8786,906,78,9,
8787,906,98,8,
8788,906,88,7,
8789,906,76,6,PlayOffs
8790,906,80,5,PlayOffs
8791,906,84,4,PlayOff Winner
8792,906,55,3,PlayOffs
8793,906,15,2,Promoted
8794,906,108,1,Champions
8795,907,99,24,Relegated
8796,907,18,23,Relegated
8797,907,110,22,
8798,907,70,21,
8799,907,3,20,
8800,907,47,19,
8801,907,67,18,
8802,907,27,17,
8803,907,40,16,
8804,907,1,15,
8805,907,69,14,
8806,907,79,13,
8807,907,21,12,
8808,907,62,11,
8809,907,77,10,
8810,907,35,9,
8811,907,75,8,
8812,907,112,7,PlayOffs
8813,907,20,6,PlayOffs
8814,907,92,5,PlayOffs
8815,907,41,4,PlayOff Winner
8816,907,83,3,Promoted
8817,907,87,2,Promoted
8818,907,29,1,Champions
8819,908,81,20,Relegated
8820,908,19,19,Relegated
8821,908,50,18,Relegated
8822,908,6,17,
8823,908,96,16,
8824,908,68,15,
8825,908,54,14,
8826,908,104,13,
8827,908,105,12,
8828,908,39,11,
8829,908,34,10,
8830,908,95,9,
8831,908,97,8,
8832,908,91,7,
8833,908,57,6,
8834,908,100,5,
8835,908,61,4,
8836,908,5,3,
8837,908,60,2,
8838,908,26,1,Champions
8839,909,11,24,Relegated
8840,909,106,23,Relegated
8841,909,65,22,Relegated
8842,909,84,21,
8843,909,16,20,
8844,909,82,19,
8845,909,12,18,
8846,909,43,17,
8847,909,49,16,
8848,909,53,15,
8849,909,72,14,
8850,909,89,13,
8851,909,25,12,
8852,909,23,11,
8853,909,9,10,
8854,909,10,9,
8855,909,37,8,
8856,909,108,7,
8857,909,51,6,PlayOffs
8858,909,15,5,PlayOffs
8859,909,64,4,PlayOffs
8860,909,71,3,PlayOff Winner
8861,909,103,2,Promoted
8862,909,2,1,Champions
8863,910,111,24,Relegated
8864,910,55,23,Relegated
8865,910,32,22,Relegated
8866,910,73,21,Relegated
8867,910,33,20,
8868,910,30,19,
8869,910,78,18,
8870,910,31,17,
8871,910,87,16,
8872,910,74,15,
8873,910,102,14,
8874,910,38,13,
8875,910,44,12,
8876,910,8,11,
8877,910,41,10,
8878,910,76,9,
8879,910,83,8,
8880,910,14,7,
8881,910,29,6,PlayOffs
8882,910,88,5,PlayOffs
8883,910,98,4,PlayOffs
8884,910,80,3,PlayOff Winner
8885,910,66,2,Promoted
8886,910,17,1,Champions
8887,911,101,24,Relegated
8888,911,27,23,Relegated
8889,911,47,22,
8890,911,62,21,
8891,911,24,20,
8892,911,22,19,
8893,911,112,18,
8894,911,1,17,
8895,911,79,16,
8896,911,3,15,
8897,911,35,14,
8898,911,75,13,
8899,911,70,12,
8900,911,67,11,
8901,911,40,10,
8902,911,69,9,
8903,911,58,8,
8904,911,77,7,PlayOffs
8905,911,93,6,PlayOffs
8906,911,92,5,PlayOff Winner
8907,911,110,4,PlayOffs
8908,911,21,3,Promoted
8909,911,90,2,Promoted
8910,911,20,1,Champions
8911,912,6,20,Relegated
8912,912,71,19,Relegated
8913,912,68,18,Relegated
8914,912,96,17,
8915,912,2,16,
8916,912,34,15,
8917,912,104,14,
8918,912,103,13,
8919,912,97,12,
8920,912,39,11,
8921,912,26,10,
8922,912,95,9,
8923,912,57,8,
8924,912,105,7,
8925,912,91,6,
8926,912,61,5,
8927,912,60,4,
8928,912,100,3,
8929,912,5,2,
8930,912,54,1,Champions
8931,913,12,24,Relegated
8932,913,66,23,Relegated
8933,913,25,22,Relegated
8934,913,84,21,
8935,913,43,20,
8936,913,49,19,
8937,913,17,18,
8938,913,82,17,
8939,913,72,16,
8940,913,10,15,
8941,913,108,14,
8942,913,53,13,
8943,913,81,12,
8944,913,80,11,
8945,913,9,10,
8946,913,15,9,
8947,913,23,8,
8948,913,51,7,
8949,913,89,6,PlayOffs
8950,913,37,5,PlayOffs
8951,913,50,4,PlayOff Winner
8952,913,16,3,PlayOffs
8953,913,64,2,Promoted
8954,913,19,1,Champions
8955,914,33,24,Relegated
8956,914,30,23,Relegated
8957,914,11,22,Relegated
8958,914,38,21,Relegated
8959,914,90,20,
8960,914,41,19,
8961,914,29,18,
8962,914,74,17,
8963,914,21,16,
8964,914,98,15,
8965,914,92,14,
8966,914,76,13,
8967,914,78,12,
8968,914,88,11,
8969,914,83,10,
8970,914,44,9,
8971,914,31,8,
8972,914,87,7,
8973,914,8,6,PlayOff Winner
8974,914,14,5,PlayOffs
8975,914,65,4,PlayOffs
8976,914,102,3,PlayOffs
8977,914,20,2,Promoted
8978,914,106,1,Champions
8979,915,112,24,Relegated
8980,915,35,23,Relegated
8981,915,69,22,
8982,915,67,21,
8983,915,32,20,
8984,915,111,19,
8985,915,93,18,
8986,915,73,17,
8987,915,47,16,
8988,915,7,15,
8989,915,40,14,
8990,915,110,13,
8991,915,62,12,
8992,915,58,11,
8993,915,24,10,
8994,915,22,9,
8995,915,55,8,
8996,915,3,7,PlayOff Winner
8997,915,79,6,PlayOffs
8998,915,77,5,PlayOffs
8999,915,1,4,PlayOffs
9000,915,18,3,Promoted
9001,915,75,2,Promoted
9002,915,70,1,Champions
9003,916,96,20,Relegated
9004,916,64,19,Relegated
9005,916,50,18,Relegated
9006,916,103,17,
9007,916,19,16,
9008,916,97,15,
9009,916,34,14,
9010,916,95,13,
9011,916,54,12,
9012,916,105,11,
9013,916,104,10,
9014,916,2,9,
9015,916,91,8,
9016,916,39,7,
9017,916,61,6,
9018,916,5,5,
9019,916,57,4,
9020,916,60,3,
9021,916,100,2,
9022,916,26,1,Champions
9023,917,84,24,Relegated
9024,917,106,23,Relegated
9025,917,10,22,Relegated
9026,917,72,21,
9027,917,20,20,
9028,917,9,19,
9029,917,81,18,
9030,917,17,17,
9031,917,51,16,
9032,917,108,15,
9033,917,8,14,
9034,917,6,13,
9035,917,23,12,
9036,917,80,11,
9037,917,15,10,
9038,917,37,9,
9039,917,71,8,
9040,917,53,7,
9041,917,43,6,PlayOffs
9042,917,49,5,PlayOff Winner
9043,917,89,4,PlayOffs
9044,917,82,3,PlayOffs
9045,917,16,2,Promoted
9046,917,68,1,Champions
9047,918,29,24,Relegated
9048,918,31,23,Relegated
9049,918,98,22,Relegated
9050,918,78,21,Relegated
9051,918,44,20,
9052,918,21,19,
9053,918,90,18,
9054,918,74,17,
9055,918,70,16,
9056,918,3,15,
9057,918,102,14,
9058,918,25,13,
9059,918,66,12,
9060,918,76,11,
9061,918,18,10,
9062,918,83,9,
9063,918,75,8,
9064,918,92,7,
9065,918,65,6,PlayOff Winner
9066,918,14,5,PlayOffs
9067,918,41,4,PlayOffs
9068,918,87,3,PlayOffs
9069,918,12,2,Promoted
9070,918,88,1,Champions
9071,919,55,24,Relegated
9072,919,47,23,Relegated
9073,919,69,22,
9074,919,27,21,
9075,919,111,20,
9076,919,32,19,
9077,919,67,18,
9078,919,33,17,
9079,919,73,16,
9080,919,7,15,
9081,919,45,14,
9082,919,1,13,
9083,919,62,12,
9084,919,22,11,
9085,919,93,10,
9086,919,110,9,
9087,919,30,8,
9088,919,11,7,PlayOff Winner
9089,919,24,6,PlayOffs
9090,919,40,5,PlayOffs
9091,919,58,4,PlayOffs
9092,919,38,3,Promoted
9093,919,77,2,Promoted
9094,919,79,1,Champions
9095,920,104,20,Relegated
9096,920,95,19,Relegated
9097,920,97,18,Relegated
9098,920,91,17,
9099,920,49,16,
9100,920,16,15,
9101,920,103,14,
9102,920,105,13,
9103,920,2,12,
9104,920,34,11,
9105,920,68,10,
9106,920,54,9,
9107,920,39,8,
9108,920,19,7,
9109,920,5,6,
9110,920,26,5,
9111,920,57,4,
9112,920,100,3,
9113,920,61,2,
9114,920,60,1,Champions
9115,921,96,24,Relegated
9116,921,20,23,Relegated
9117,921,8,22,Relegated
9118,921,12,21,
9119,921,82,20,
9120,921,9,19,
9121,921,50,18,
9122,921,72,17,
9123,921,81,16,
9124,921,89,15,
9125,921,71,14,
9126,921,53,13,
9127,921,51,12,
9128,921,17,11,
9129,921,88,10,
9130,921,15,9,
9131,921,65,8,
9132,921,80,7,
9133,921,37,6,PlayOffs
9134,921,64,5,PlayOffs
9135,921,6,4,PlayOffs
9136,921,43,3,PlayOff Winner
9137,921,23,2,Promoted
9138,921,108,1,Champions
9139,922,21,24,Relegated
9140,922,66,23,Relegated
9141,922,70,22,Relegated
9142,922,74,21,Relegated
9143,922,83,20,
9144,922,102,19,
9145,922,3,18,
9146,922,44,17,
9147,922,75,16,
9148,922,38,15,
9149,922,41,14,
9150,922,18,13,
9151,922,11,12,
9152,922,14,11,
9153,922,92,10,
9154,922,76,9,
9155,922,79,8,
9156,922,77,7,
9157,922,25,6,PlayOffs
9158,922,87,5,PlayOffs
9159,922,84,4,PlayOff Winner
9160,922,90,3,PlayOffs
9161,922,10,2,Promoted
9162,922,106,1,Champions
9163,923,29,24,Relegated
9164,923,7,23,Relegated
9165,923,67,22,
9166,923,42,21,
9167,923,78,20,
9168,923,111,19,
9169,923,45,18,
9170,923,27,17,
9171,923,93,16,
9172,923,33,15,
9173,923,32,14,
9174,923,30,13,
9175,923,22,12,
9176,923,69,11,
9177,923,24,10,
9178,923,98,9,
9179,923,62,8,
9180,923,56,7,PlayOffs
9181,923,31,6,PlayOff Winner
9182,923,73,5,PlayOffs
9183,923,40,4,PlayOffs
9184,923,110,3,Promoted
9185,923,58,2,Promoted
9186,923,1,1,Champions
9187,924,49,20,Relegated
9188,924,43,19,Relegated
9189,924,23,18,Relegated
9190,924,16,17,
9191,924,91,16,
9192,924,19,15,
9193,924,2,14,
9194,924,68,13,
9195,924,34,12,
9196,924,103,11,
9197,924,105,10,
9198,924,54,9,
9199,924,39,8,
9200,924,108,7,
9201,924,61,6,
9202,924,5,5,
9203,924,100,4,
9204,924,26,3,
9205,924,57,2,
9206,924,60,1,Champions
9207,925,51,24,Relegated
9208,925,12,23,Relegated
9209,925,84,22,Relegated
9210,925,65,21,
9211,925,82,20,
9212,925,81,19,
9213,925,106,18,
9214,925,9,17,
9215,925,95,16,
9216,925,10,15,
9217,925,80,14,
9218,925,50,13,
9219,925,89,12,
9220,925,15,11,
9221,925,97,10,
9222,925,72,9,
9223,925,17,8,
9224,925,64,7,
9225,925,37,6,PlayOffs
9226,925,6,5,PlayOff Winner
9227,925,104,4,PlayOffs
9228,925,53,3,PlayOffs
9229,925,88,2,Promoted
9230,925,71,1,Champions
9231,926,14,24,Relegated
9232,926,87,23,Relegated
9233,926,102,22,Relegated
9234,926,77,21,Relegated
9235,926,3,20,
9236,926,92,19,
9237,926,90,18,
9238,926,110,17,
9239,926,83,16,
9240,926,18,15,
9241,926,1,14,
9242,926,44,13,
9243,926,75,12,
9244,926,41,11,
9245,926,11,10,
9246,926,20,9,
9247,926,31,8,
9248,926,76,7,
9249,926,38,6,PlayOffs
9250,926,96,5,PlayOffs
9251,926,79,4,PlayOffs
9252,926,25,3,PlayOff Winner
9253,926,8,2,Promoted
9254,926,58,1,Champions
9255,927,111,24,Relegated
9256,927,73,23,Relegated
9257,927,59,22,
9258,927,22,21,
9259,927,78,20,
9260,927,32,19,
9261,927,67,18,
9262,927,45,17,
9263,927,27,16,
9264,927,70,15,
9265,927,74,14,
9266,927,98,13,
9267,927,33,12,
9268,927,24,11,
9269,927,93,10,
9270,927,40,9,
9271,927,30,8,
9272,927,69,7,PlayOffs
9273,927,101,6,PlayOff Winner
9274,927,42,5,PlayOffs
9275,927,62,4,PlayOffs
9276,927,66,3,Promoted
9277,927,21,2,Promoted
9278,927,56,1,Champions
9279,928,71,20,Relegated
9280,928,103,19,Relegated
9281,928,2,18,Relegated
9282,928,6,17,
9283,928,105,16,
9284,928,16,15,
9285,928,34,14,
9286,928,68,13,
9287,928,39,12,
9288,928,91,11,
9289,928,19,10,
9290,928,88,9,
9291,928,5,8,
9292,928,108,7,
9293,928,100,6,
9294,928,54,5,
9295,928,26,4,
9296,928,61,3,
9297,928,60,2,
9298,928,57,1,Champions
9299,929,50,24,Relegated
9300,929,106,23,Relegated
9301,929,25,22,Relegated
9302,929,8,21,
9303,929,9,20,
9304,929,58,19,
9305,929,49,18,
9306,929,64,17,
9307,929,89,16,
9308,929,95,15,
9309,929,82,14,
9310,929,81,13,
9311,929,17,12,
9312,929,10,11,
9313,929,37,10,
9314,929,80,9,
9315,929,65,8,
9316,929,72,7,
9317,929,97,6,PlayOffs
9318,929,23,5,PlayOffs
9319,929,43,4,PlayOff Winner
9320,929,15,3,PlayOffs
9321,929,104,2,Promoted
9322,929,53,1,Champions
9323,930,12,23,Relegated
9324,930,92,22,Relegated
9325,930,101,21,Relegated
9326,930,3,20,
9327,930,66,19,
9328,930,83,18,
9329,930,1,17,
9330,930,56,16,
9331,930,90,15,
9332,930,18,14,
9333,930,11,13,
9334,930,20,12,
9335,930,51,11,
9336,930,44,10,
9337,930,38,9,
9338,930,96,8,
9339,930,76,7,
9340,930,41,6,PlayOffs
9341,930,79,5,PlayOffs
9342,930,75,4,PlayOffs
9343,930,110,3,PlayOff Winner
9344,930,84,2,Promoted
9345,930,31,1,Champions
9346,931,59,24,Relegated
9347,931,93,23,
9348,931,67,22,
9349,931,62,21,
9350,931,87,20,
9351,931,74,19,
9352,931,24,18,
9353,931,55,17,
9354,931,22,16,
9355,931,45,15,
9356,931,69,14,
9357,931,32,13,
9358,931,102,12,
9359,931,114,11,
9360,931,42,10,
9361,931,14,9,
9362,931,78,8,
9363,931,70,7,PlayOff Winner
9364,931,30,6,PlayOffs
9365,931,40,5,PlayOffs
9366,931,27,4,PlayOffs
9367,931,77,3,Promoted
9368,931,33,2,Promoted
9369,931,98,1,Champions
9370,932,88,20,Relegated
9371,932,104,19,Relegated
9372,932,43,18,Relegated
9373,932,19,17,
9374,932,16,16,
9375,932,91,15,
9376,932,34,14,
9377,932,108,13,
9378,932,68,12,
9379,932,6,11,
9380,932,39,10,
9381,932,53,9,
9382,932,5,8,
9383,932,100,7,
9384,932,105,6,
9385,932,54,5,
9386,932,26,4,
9387,932,57,3,
9388,932,61,2,
9389,932,60,1,Champions
9390,933,89,24,Relegated
9391,933,84,23,Relegated
9392,933,110,22,Relegated
9393,933,37,21,
9394,933,49,20,
9395,933,17,19,
9396,933,9,18,
9397,933,72,17,
9398,933,31,16,
9399,933,10,15,
9400,933,95,14,
9401,933,80,13,
9402,933,58,12,
9403,933,65,11,
